"file","rms","boat_tonality","peak_freq","n_harmonic_peaks","spectral_entropy","band_energy_ratio","site","datetime_utc","datetime_chile","hour_chile","date_chile","is_night","rule_base","boat_detected"
"20251113_145000.WAV",2822.7658,2.876,109.6,3,3.182,0.01635,"Matanzas 32","2025-11-13 14:50:00","2025-11-13 11:50:00",11,"2025-11-13",FALSE,FALSE,FALSE
"20251113_145200.WAV",3066.5507,5.088,172.2,3,3.048,0.01215,"Matanzas 32","2025-11-13 14:52:00","2025-11-13 11:52:00",11,"2025-11-13",FALSE,FALSE,FALSE
"20251113_145400.WAV",2833.9703,3.997,172.2,3,3.086,0.01566,"Matanzas 32","2025-11-13 14:54:00","2025-11-13 11:54:00",11,"2025-11-13",FALSE,FALSE,FALSE
"20251113_145600.WAV",3164.4803,151.044,109.6,3,1.312,0.08658,"Matanzas 32","2025-11-13 14:56:00","2025-11-13 11:56:00",11,"2025-11-13",FALSE,FALSE,FALSE
"20251113_145800.WAV",2573.6663,43.885,172.2,3,2.097,0.07684,"Matanzas 32","2025-11-13 14:58:00","2025-11-13 11:58:00",11,"2025-11-13",FALSE,FALSE,FALSE
"20251113_150000.WAV",2952.4769,2.97,516.6,3,3.179,0.00949,"Matanzas 32","2025-11-13 15:00:00","2025-11-13 12:00:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_150200.WAV",3513.7694,1.654,516.6,3,3.252,0.01176,"Matanzas 32","2025-11-13 15:02:00","2025-11-13 12:02:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_150400.WAV",3245.7454,1.739,516.6,4,3.261,0.01487,"Matanzas 32","2025-11-13 15:04:00","2025-11-13 12:04:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_150600.WAV",2814.3266,5.775,109.6,3,3.08,0.01646,"Matanzas 32","2025-11-13 15:06:00","2025-11-13 12:06:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_150800.WAV",2724.8289,2.355,516.6,3,3.201,0.01201,"Matanzas 32","2025-11-13 15:08:00","2025-11-13 12:08:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_151000.WAV",3743.8908,123.703,109.6,3,1.46,0.08512,"Matanzas 32","2025-11-13 15:10:00","2025-11-13 12:10:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_151200.WAV",2799.938,2.587,516.6,3,3.222,0.01384,"Matanzas 32","2025-11-13 15:12:00","2025-11-13 12:12:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_151400.WAV",3145.0848,3.28,516.6,3,3.187,0.01399,"Matanzas 32","2025-11-13 15:14:00","2025-11-13 12:14:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_151600.WAV",3053.3462,10.002,172.2,3,2.781,0.01759,"Matanzas 32","2025-11-13 15:16:00","2025-11-13 12:16:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_151800.WAV",2620.6283,4.029,172.2,3,3.173,0.0249,"Matanzas 32","2025-11-13 15:18:00","2025-11-13 12:18:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_152000.WAV",2993.4272,114.549,172.2,3,1.634,0.11443,"Matanzas 32","2025-11-13 15:20:00","2025-11-13 12:20:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_152200.WAV",3315.9575,3.569,516.6,3,3.166,0.01011,"Matanzas 32","2025-11-13 15:22:00","2025-11-13 12:22:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_152400.WAV",2842.2915,5.36,109.6,3,3.125,0.02191,"Matanzas 32","2025-11-13 15:24:00","2025-11-13 12:24:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_152600.WAV",2681.7934,7.425,109.6,3,2.973,0.01848,"Matanzas 32","2025-11-13 15:26:00","2025-11-13 12:26:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_152800.WAV",2497.8034,3.21,109.6,3,3.171,0.02044,"Matanzas 32","2025-11-13 15:28:00","2025-11-13 12:28:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_153000.WAV",2648.2564,17.317,172.2,3,2.659,0.03622,"Matanzas 32","2025-11-13 15:30:00","2025-11-13 12:30:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_153200.WAV",2941.9117,10.433,156.6,3,2.85,0.023,"Matanzas 32","2025-11-13 15:32:00","2025-11-13 12:32:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_153400.WAV",2874.8371,4.137,109.6,3,3.127,0.0166,"Matanzas 32","2025-11-13 15:34:00","2025-11-13 12:34:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_153600.WAV",2910.2893,2.752,516.6,3,3.155,0.01895,"Matanzas 32","2025-11-13 15:36:00","2025-11-13 12:36:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_153800.WAV",2686.2667,2.547,125.2,3,3.192,0.02112,"Matanzas 32","2025-11-13 15:38:00","2025-11-13 12:38:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_154000.WAV",3080.002,4.353,156.6,3,3.098,0.01435,"Matanzas 32","2025-11-13 15:40:00","2025-11-13 12:40:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_154200.WAV",2740.7655,4.338,156.6,4,3.146,0.03257,"Matanzas 32","2025-11-13 15:42:00","2025-11-13 12:42:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_154400.WAV",3044.368,4.003,109.6,3,3.07,0.01597,"Matanzas 32","2025-11-13 15:44:00","2025-11-13 12:44:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_154600.WAV",2925.2632,2.881,172.2,3,3.195,0.01647,"Matanzas 32","2025-11-13 15:46:00","2025-11-13 12:46:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_154800.WAV",2683.5916,2.797,516.6,3,3.162,0.01223,"Matanzas 32","2025-11-13 15:48:00","2025-11-13 12:48:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_155000.WAV",3129.3759,104.571,109.6,3,1.816,0.0908,"Matanzas 32","2025-11-13 15:50:00","2025-11-13 12:50:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_155200.WAV",2996.7968,3.316,516.6,3,3.175,0.01885,"Matanzas 32","2025-11-13 15:52:00","2025-11-13 12:52:00",12,"2025-11-13",FALSE,FALSE,FALSE
