idx,project,filename,window_start,window_end,label,logits
349,BombRun,20260408_120920.WAV,0.0,5.0,A_Bomba1,0.63395685
350,BombRun,20260407_012930.WAV,0.0,5.0,A_Bomba1,0.49305615
351,BombRun,20260408_083735.WAV,0.0,5.0,A_Bomba1,0.90554756
352,BombRun,20260408_115025.WAV,0.0,5.0,A_Bomba1,0.69561404
353,BombRun,20260407_142120.WAV,0.0,5.0,A_Bomba1,0.69799143
354,BombRun,20260408_060445.WAV,0.0,5.0,A_Bomba1,0.61454856
355,BombRun,20260407_140045.WAV,0.0,5.0,A_Bomba1,0.4903003
356,BombRun,20260408_122110.WAV,0.0,5.0,A_Bomba1,0.85342735
357,BombRun,20260408_053925.WAV,0.0,5.0,A_Bomba1,0.68632954
358,BombRun,20260408_123540.WAV,0.0,5.0,A_Bomba1,0.6473457
359,BombRun,20260407_011550.WAV,0.0,5.0,A_Bomba1,0.48410872
360,BombRun,20260407_141415.WAV,0.0,5.0,A_Bomba1,0.5916715
361,BombRun,20260407_013435.WAV,0.0,5.0,A_Bomba1,0.51727337
362,BombRun,20260408_121425.WAV,0.0,5.0,A_Bomba1,0.72738165
363,BombRun,20260408_054910.WAV,0.0,5.0,A_Bomba1,0.7011896
364,BombRun,20260408_061015.WAV,0.0,5.0,A_Bomba1,0.693011
365,BombRun,20260408_090205.WAV,0.0,5.0,A_Bomba1,0.7127245
366,BombRun,20260407_141830.WAV,0.0,5.0,A_Bomba1,0.40801722
367,BombRun,20260408_114105.WAV,0.0,5.0,A_Bomba1,0.6744776
368,BombRun,20260408_054535.WAV,0.0,5.0,A_Bomba1,0.71907026
369,BombRun,20260408_121800.WAV,0.0,5.0,A_Bomba1,0.42702967
370,BombRun,20260407_013810.WAV,0.0,5.0,A_Bomba1,0.38981387
371,BombRun,20260407_172550.WAV,0.0,5.0,A_Bomba1,0.5600731
372,BombRun,20260408_115555.WAV,0.0,5.0,A_Bomba1,0.4434632
373,BombRun,20260407_173100.WAV,0.0,5.0,A_Bomba1,0.6411111
374,BombRun,20260408_085620.WAV,0.0,5.0,A_Bomba1,0.985856
375,BombRun,20260407_000105.WAV,0.0,5.0,A_Bomba1,0.3548004
376,BombRun,20260407_171930.WAV,0.0,5.0,A_Bomba1,0.6590958
377,BombRun,20260407_140535.WAV,0.0,5.0,A_Bomba1,0.6046503
378,BombRun,20260408_124005.WAV,0.0,5.0,A_Bomba1,0.72126555
379,BombRun,20260408_060135.WAV,0.0,5.0,A_Bomba1,0.5087036
380,BombRun,20260407_135800.WAV,0.0,5.0,A_Bomba1,0.55665046
381,BombRun,20260407_012515.WAV,0.0,5.0,A_Bomba1,0.38934794
382,BombRun,20260408_120505.WAV,0.0,5.0,A_Bomba1,0.57005554
383,BombRun,20260408_055830.WAV,0.0,5.0,A_Bomba1,0.7518835
384,BombRun,20260408_114850.WAV,0.0,5.0,A_Bomba1,0.8877363
385,BombRun,20260407_013145.WAV,0.0,5.0,A_Bomba1,0.30372065
386,BombRun,20260408_121155.WAV,0.0,5.0,A_Bomba1,0.68551785
387,BombRun,20260408_052805.WAV,0.0,5.0,A_Bomba1,0.50810343
388,BombRun,20260408_123030.WAV,0.0,5.0,A_Bomba1,0.6886304
389,BombRun,20260407_172430.WAV,0.0,5.0,A_Bomba1,0.5494879
390,BombRun,20260408_054455.WAV,0.0,5.0,A_Bomba1,0.42404166
391,BombRun,20260408_123805.WAV,0.0,5.0,A_Bomba1,0.60953504
392,BombRun,20260407_011815.WAV,0.0,5.0,A_Bomba1,0.32316396
393,BombRun,20260407_141950.WAV,0.0,5.0,A_Bomba1,0.53319025
394,BombRun,20260408_084310.WAV,0.0,5.0,A_Bomba1,0.5472247
395,BombRun,20260408_085740.WAV,0.0,5.0,A_Bomba1,0.65337414
396,BombRun,20260408_055005.WAV,0.0,5.0,A_Bomba1,0.64132917
397,BombRun,20260408_115435.WAV,0.0,5.0,A_Bomba1,0.52307194
398,BombRun,20260408_060900.WAV,0.0,5.0,A_Bomba1,0.73364276
399,BombRun,20260408_055950.WAV,0.0,5.0,A_Bomba1,0.5910584
400,BombRun,20260408_060055.WAV,0.0,5.0,A_Bomba1,0.59631974
401,BombRun,20260407_171850.WAV,0.0,5.0,A_Bomba1,0.55258864
402,BombRun,20260407_140455.WAV,0.0,5.0,A_Bomba1,0.5860084
403,BombRun,20260408_122500.WAV,0.0,5.0,A_Bomba1,0.7373337
404,BombRun,20260408_123150.WAV,0.0,5.0,A_Bomba1,0.6986466
405,BombRun,20260408_121035.WAV,0.0,5.0,A_Bomba1,0.49807626
406,BombRun,20260407_013025.WAV,0.0,5.0,A_Bomba1,0.4932721
407,BombRun,20260408_061405.WAV,0.0,5.0,A_Bomba1,0.62113786
408,BombRun,20260408_114930.WAV,0.0,5.0,A_Bomba1,0.6208927
409,BombRun,20260408_052540.WAV,0.0,5.0,A_Bomba1,0.6663156
410,BombRun,20260408_090615.WAV,0.0,5.0,A_Bomba1,0.6572901
411,BombRun,20260408_061820.WAV,0.0,5.0,A_Bomba1,0.45935318
412,BombRun,20260408_054125.WAV,0.0,5.0,A_Bomba1,0.44118476
413,BombRun,20260407_172140.WAV,0.0,5.0,A_Bomba1,0.64379185
414,BombRun,20260408_115145.WAV,0.0,5.0,A_Bomba1,0.6976674
415,BombRun,20260408_083655.WAV,0.0,5.0,A_Bomba1,0.57004553
416,BombRun,20260407_012850.WAV,0.0,5.0,A_Bomba1,0.40799254
417,BombRun,20260408_120840.WAV,0.0,5.0,A_Bomba1,0.592423
418,BombRun,20260408_053110.WAV,0.0,5.0,A_Bomba1,0.5148764
419,BombRun,20260408_091245.WAV,0.0,5.0,A_Bomba1,0.5233024
420,BombRun,20260408_085230.WAV,0.0,5.0,A_Bomba1,0.7845415
421,BombRun,20260408_122925.WAV,0.0,5.0,A_Bomba1,0.71749663
422,BombRun,20260408_053845.WAV,0.0,5.0,A_Bomba1,0.71551824
423,BombRun,20260407_140125.WAV,0.0,5.0,A_Bomba1,0.5755443
424,BombRun,20260408_115810.WAV,0.0,5.0,A_Bomba1,0.7966022
425,BombRun,20260408_124415.WAV,0.0,5.0,A_Bomba1,0.65791553
426,BombRun,20260407_142040.WAV,0.0,5.0,A_Bomba1,0.5481602
427,BombRun,20260408_120115.WAV,0.0,5.0,A_Bomba1,0.81263953
428,BombRun,20260407_012105.WAV,0.0,5.0,A_Bomba1,0.42407537
429,BombRun,20260408_121545.WAV,0.0,5.0,A_Bomba1,0.9204193
430,BombRun,20260407_013555.WAV,0.0,5.0,A_Bomba1,0.48634467
431,BombRun,20260407_172815.WAV,0.0,5.0,A_Bomba1,0.58516043
432,BombRun,20260408_123420.WAV,0.0,5.0,A_Bomba1,0.62875426
433,BombRun,20260407_013540.WAV,0.0,5.0,A_Bomba1,0.48930612
434,BombRun,20260408_121550.WAV,0.0,5.0,A_Bomba1,0.65487343
435,BombRun,20260407_172800.WAV,0.0,5.0,A_Bomba1,0.6564902
436,BombRun,20260408_123435.WAV,0.0,5.0,A_Bomba1,0.70688736
437,BombRun,20260407_140130.WAV,0.0,5.0,A_Bomba1,0.7223557
438,BombRun,20260408_053850.WAV,0.0,5.0,A_Bomba1,0.7478495
439,BombRun,20260407_142055.WAV,0.0,5.0,A_Bomba1,0.6590113
440,BombRun,20260407_012110.WAV,0.0,5.0,A_Bomba1,0.65812397
441,BombRun,20260408_120100.WAV,0.0,5.0,A_Bomba1,0.5549863
442,BombRun,20260408_124400.WAV,0.0,5.0,A_Bomba1,0.5754299
443,BombRun,20260408_115805.WAV,0.0,5.0,A_Bomba1,0.7076353
444,BombRun,20260408_083640.WAV,0.0,5.0,A_Bomba1,0.6945753
445,BombRun,20260407_135550.WAV,0.0,5.0,A_Bomba1,0.5808462
446,BombRun,20260408_120855.WAV,0.0,5.0,A_Bomba1,0.5874332
447,BombRun,20260407_012845.WAV,0.0,5.0,A_Bomba1,0.4122059
448,BombRun,20260408_115150.WAV,0.0,5.0,A_Bomba1,0.56752294
449,BombRun,20260408_122930.WAV,0.0,5.0,A_Bomba1,0.53964186
450,BombRun,20260408_091250.WAV,0.0,5.0,A_Bomba1,0.5895768
451,BombRun,20260408_053105.WAV,0.0,5.0,A_Bomba1,0.31391263
452,BombRun,20260408_085225.WAV,0.0,5.0,A_Bomba1,0.49294096
453,BombRun,20260408_090600.WAV,0.0,5.0,A_Bomba1,0.6820684
454,BombRun,20260408_052555.WAV,0.0,5.0,A_Bomba1,0.57422125
455,BombRun,20260408_054130.WAV,0.0,5.0,A_Bomba1,0.52099204
456,BombRun,20260407_172155.WAV,0.0,5.0,A_Bomba1,0.6607786
457,BombRun,20260408_061835.WAV,0.0,5.0,A_Bomba1,0.5475637
458,BombRun,20260408_114500.WAV,0.0,5.0,A_Bomba1,0.6444988
459,BombRun,20260408_123145.WAV,0.0,5.0,A_Bomba1,0.7789249
460,BombRun,20260408_114925.WAV,0.0,5.0,A_Bomba1,0.79572475
461,BombRun,20260408_061410.WAV,0.0,5.0,A_Bomba1,0.61490154
462,BombRun,20260407_013030.WAV,0.0,5.0,A_Bomba1,0.44816318
463,BombRun,20260408_121020.WAV,0.0,5.0,A_Bomba1,0.62895733
464,BombRun,20260408_060040.WAV,0.0,5.0,A_Bomba1,0.51230955
465,BombRun,20260408_055945.WAV,0.0,5.0,A_Bomba1,0.6329294
466,BombRun,20260407_140440.WAV,0.0,5.0,A_Bomba1,0.5928939
467,BombRun,20260407_171845.WAV,0.0,5.0,A_Bomba1,0.48363477
468,BombRun,20260408_122515.WAV,0.0,5.0,A_Bomba1,0.7586456
469,BombRun,20260408_085755.WAV,0.0,5.0,A_Bomba1,0.6900081
470,BombRun,20260408_060915.WAV,0.0,5.0,A_Bomba1,0.62258756
471,BombRun,20260408_124825.WAV,0.0,5.0,A_Bomba1,0.79528767
472,BombRun,20260408_115420.WAV,0.0,5.0,A_Bomba1,0.6661033
473,BombRun,20260408_055010.WAV,0.0,5.0,A_Bomba1,0.61041355
474,BombRun,20260407_172425.WAV,0.0,5.0,A_Bomba1,0.6303093
475,BombRun,20260408_054440.WAV,0.0,5.0,A_Bomba1,0.6263323
476,BombRun,20260408_084305.WAV,0.0,5.0,A_Bomba1,0.6467268
477,BombRun,20260407_011800.WAV,0.0,5.0,A_Bomba1,0.43527335
478,BombRun,20260408_123810.WAV,0.0,5.0,A_Bomba1,0.55543023
479,BombRun,20260407_141945.WAV,0.0,5.0,A_Bomba1,0.7261769
480,BombRun,20260408_121140.WAV,0.0,5.0,A_Bomba1,0.6505979
481,BombRun,20260407_013150.WAV,0.0,5.0,A_Bomba1,0.40687275
482,BombRun,20260408_114845.WAV,0.0,5.0,A_Bomba1,0.78133494
483,BombRun,20260408_123025.WAV,0.0,5.0,A_Bomba1,0.6386044
484,BombRun,20260408_052810.WAV,0.0,5.0,A_Bomba1,0.49780014
485,BombRun,20260407_140520.WAV,0.0,5.0,A_Bomba1,0.67435044
486,BombRun,20260407_171925.WAV,0.0,5.0,A_Bomba1,0.5427201
487,BombRun,20260408_062045.WAV,0.0,5.0,A_Bomba1,0.6440969
488,BombRun,20260407_000110.WAV,0.0,5.0,A_Bomba1,0.25458422
489,BombRun,20260407_135815.WAV,0.0,5.0,A_Bomba1,0.49328727
490,BombRun,20260408_055825.WAV,0.0,5.0,A_Bomba1,0.7131627
491,BombRun,20260408_120510.WAV,0.0,5.0,A_Bomba1,0.62863123
492,BombRun,20260407_012500.WAV,0.0,5.0,A_Bomba1,0.48957324
493,BombRun,20260408_060120.WAV,0.0,5.0,A_Bomba1,0.7302829
494,BombRun,20260408_124010.WAV,0.0,5.0,A_Bomba1,0.7600553
495,BombRun,20260407_173115.WAV,0.0,5.0,A_Bomba1,0.66908705
496,BombRun,20260408_115540.WAV,0.0,5.0,A_Bomba1,0.7280682
497,BombRun,20260408_085635.WAV,0.0,5.0,A_Bomba1,0.7405346
498,BombRun,20260407_141825.WAV,0.0,5.0,A_Bomba1,0.43016067
499,BombRun,20260408_090210.WAV,0.0,5.0,A_Bomba1,0.79086834
500,BombRun,20260407_013805.WAV,0.0,5.0,A_Bomba1,0.37768114
501,BombRun,20260408_121815.WAV,0.0,5.0,A_Bomba1,0.73141205
502,BombRun,20260408_054520.WAV,0.0,5.0,A_Bomba1,0.47518873
503,BombRun,20260407_172545.WAV,0.0,5.0,A_Bomba1,0.49926615
504,BombRun,20260408_114110.WAV,0.0,5.0,A_Bomba1,0.77292573
505,BombRun,20260407_011545.WAV,0.0,5.0,A_Bomba1,0.36038858
506,BombRun,20260408_123555.WAV,0.0,5.0,A_Bomba1,0.61229426
507,BombRun,20260407_141400.WAV,0.0,5.0,A_Bomba1,0.56081873
508,BombRun,20260408_061000.WAV,0.0,5.0,A_Bomba1,0.56458265
509,BombRun,20260408_054905.WAV,0.0,5.0,A_Bomba1,0.43575215
510,BombRun,20260408_121430.WAV,0.0,5.0,A_Bomba1,0.55615085
511,BombRun,20260407_013420.WAV,0.0,5.0,A_Bomba1,0.55406815
512,BombRun,20260408_060450.WAV,0.0,5.0,A_Bomba1,0.6842124
513,BombRun,20260407_142135.WAV,0.0,5.0,A_Bomba1,0.53873193
514,BombRun,20260408_053930.WAV,0.0,5.0,A_Bomba1,0.7683386
515,BombRun,20260407_140050.WAV,0.0,5.0,A_Bomba1,0.5893095
516,BombRun,20260408_122105.WAV,0.0,5.0,A_Bomba1,0.6047097
517,BombRun,20260408_085345.WAV,0.0,5.0,A_Bomba1,0.6400494
518,BombRun,20260408_091330.WAV,0.0,5.0,A_Bomba1,0.6485947
519,BombRun,20260407_140905.WAV,0.0,5.0,A_Bomba1,0.5186801
520,BombRun,20260407_171500.WAV,0.0,5.0,A_Bomba1,0.7154003
521,BombRun,20260408_122850.WAV,0.0,5.0,A_Bomba1,0.67335314
522,BombRun,20260408_115030.WAV,0.0,5.0,A_Bomba1,0.7426899
523,BombRun,20260407_012925.WAV,0.0,5.0,A_Bomba1,0.4268723
524,BombRun,20260408_120935.WAV,0.0,5.0,A_Bomba1,0.7323963
525,BombRun,20260408_055400.WAV,0.0,5.0,A_Bomba1,0.46648973
526,BombRun,20260408_083720.WAV,0.0,5.0,A_Bomba1,0.81743723
527,BombRun,20260408_061955.WAV,0.0,5.0,A_Bomba1,0.766151
528,BombRun,20260409_060945.WAV,0.0,5.0,A_Bomba1,0.5446518
529,BombRun,20260407_172035.WAV,0.0,5.0,A_Bomba1,0.6323653
530,BombRun,20260408_054050.WAV,0.0,5.0,A_Bomba1,0.5998008
531,BombRun,20260408_084715.WAV,0.0,5.0,A_Bomba1,0.53553534
532,BombRun,20260408_090010.WAV,0.0,5.0,A_Bomba1,0.6554575
533,BombRun,20260408_054720.WAV,0.0,5.0,A_Bomba1,0.5465433
534,BombRun,20260407_172745.WAV,0.0,5.0,A_Bomba1,0.6644383
535,BombRun,20260408_114310.WAV,0.0,5.0,A_Bomba1,0.70751846
536,BombRun,20260408_115740.WAV,0.0,5.0,A_Bomba1,0.6754195
537,BombRun,20260408_053715.WAV,0.0,5.0,A_Bomba1,0.6454753
538,BombRun,20260408_091440.WAV,0.0,5.0,A_Bomba1,0.7851494
539,BombRun,20260408_085435.WAV,0.0,5.0,A_Bomba1,0.7477616
540,BombRun,20260407_140720.WAV,0.0,5.0,A_Bomba1,0.5081171
541,BombRun,20260408_083905.WAV,0.0,5.0,A_Bomba1,0.89921683
542,BombRun,20260408_120710.WAV,0.0,5.0,A_Bomba1,0.544601
543,BombRun,20260407_012700.WAV,0.0,5.0,A_Bomba1,0.48974052
544,BombRun,20260408_060320.WAV,0.0,5.0,A_Bomba1,0.6426482
545,BombRun,20260408_124210.WAV,0.0,5.0,A_Bomba1,0.5781184
546,BombRun,20260408_121340.WAV,0.0,5.0,A_Bomba1,0.71201706
547,BombRun,20260407_013350.WAV,0.0,5.0,A_Bomba1,0.3745963
548,BombRun,20260408_123225.WAV,0.0,5.0,A_Bomba1,0.67670995
549,BombRun,20260408_084930.WAV,0.0,5.0,A_Bomba1,0.57898885
550,BombRun,20260407_172235.WAV,0.0,5.0,A_Bomba1,0.48950702
551,BombRun,20260408_054250.WAV,0.0,5.0,A_Bomba1,0.56306916
552,BombRun,20260408_052635.WAV,0.0,5.0,A_Bomba1,0.8007286
553,BombRun,20260408_084515.WAV,0.0,5.0,A_Bomba1,0.6252785
554,BombRun,20260408_085145.WAV,0.0,5.0,A_Bomba1,0.59015965
555,BombRun,20260408_091130.WAV,0.0,5.0,A_Bomba1,0.40350437
556,BombRun,20260407_171700.WAV,0.0,5.0,A_Bomba1,0.56120497
557,BombRun,20260408_115230.WAV,0.0,5.0,A_Bomba1,0.97712314
558,BombRun,20260408_055600.WAV,0.0,5.0,A_Bomba1,0.52165204
559,BombRun,20260407_135630.WAV,0.0,5.0,A_Bomba1,0.55577093
560,BombRun,20260408_083520.WAV,0.0,5.0,A_Bomba1,0.62684387
561,BombRun,20260408_060650.WAV,0.0,5.0,A_Bomba1,0.6264883
562,BombRun,20260408_085810.WAV,0.0,5.0,A_Bomba1,0.6778413
563,BombRun,20260407_140250.WAV,0.0,5.0,A_Bomba1,0.6627728
564,BombRun,20260408_122305.WAV,0.0,5.0,A_Bomba1,0.40705678
565,BombRun,20260407_011745.WAV,0.0,5.0,A_Bomba1,0.31998253
566,BombRun,20260408_123755.WAV,0.0,5.0,A_Bomba1,0.6113327
567,BombRun,20260407_141600.WAV,0.0,5.0,A_Bomba1,0.602319
568,BombRun,20260408_061200.WAV,0.0,5.0,A_Bomba1,0.5959791
569,BombRun,20260407_013620.WAV,0.0,5.0,A_Bomba1,0.34679705
570,BombRun,20260408_052755.WAV,0.0,5.0,A_Bomba1,0.5677035
571,BombRun,20260408_054330.WAV,0.0,5.0,A_Bomba1,0.4812913
572,BombRun,20260407_172355.WAV,0.0,5.0,A_Bomba1,0.6557648
573,BombRun,20260408_114700.WAV,0.0,5.0,A_Bomba1,0.57005614
574,BombRun,20260408_083440.WAV,0.0,5.0,A_Bomba1,0.6252722
575,BombRun,20260407_135750.WAV,0.0,5.0,A_Bomba1,0.574153
576,BombRun,20260408_115350.WAV,0.0,5.0,A_Bomba1,0.8089964
577,BombRun,20260408_091050.WAV,0.0,5.0,A_Bomba1,0.5999976
578,BombRun,20260408_053305.WAV,0.0,5.0,A_Bomba1,0.76426405
579,BombRun,20260408_085025.WAV,0.0,5.0,A_Bomba1,0.7907682
580,BombRun,20260407_140330.WAV,0.0,5.0,A_Bomba1,0.7712558
581,BombRun,20260407_142255.WAV,0.0,5.0,A_Bomba1,0.6828427
582,BombRun,20260407_012310.WAV,0.0,5.0,A_Bomba1,0.4111702
583,BombRun,20260408_120300.WAV,0.0,5.0,A_Bomba1,0.810208
584,BombRun,20260408_124600.WAV,0.0,5.0,A_Bomba1,0.67074335
585,BombRun,20260408_060730.WAV,0.0,5.0,A_Bomba1,0.37991077
586,BombRun,20260408_121750.WAV,0.0,5.0,A_Bomba1,0.69425684
587,BombRun,20260408_123635.WAV,0.0,5.0,A_Bomba1,0.8653572
588,BombRun,20260407_172625.WAV,0.0,5.0,A_Bomba1,0.6081738
589,BombRun,20260408_054640.WAV,0.0,5.0,A_Bomba1,0.72909033
590,BombRun,20260408_084105.WAV,0.0,5.0,A_Bomba1,0.77943814
591,BombRun,20260408_085555.WAV,0.0,5.0,A_Bomba1,0.46782887
592,BombRun,20260408_091520.WAV,0.0,5.0,A_Bomba1,0.72062236
593,BombRun,20260407_171310.WAV,0.0,5.0,A_Bomba1,0.4783197
594,BombRun,20260408_115620.WAV,0.0,5.0,A_Bomba1,0.59435356
595,BombRun,20260408_055210.WAV,0.0,5.0,A_Bomba1,0.6761454
596,BombRun,20260408_060240.WAV,0.0,5.0,A_Bomba1,0.58818245
597,BombRun,20260407_140640.WAV,0.0,5.0,A_Bomba1,0.6066753
598,BombRun,20260408_122715.WAV,0.0,5.0,A_Bomba1,0.74534315
599,BombRun,20260408_090825.WAV,0.0,5.0,A_Bomba1,0.72064126
600,BombRun,20260408_084850.WAV,0.0,5.0,A_Bomba1,0.59277564
601,BombRun,20260408_123345.WAV,0.0,5.0,A_Bomba1,0.4620678
602,BombRun,20260407_141210.WAV,0.0,5.0,A_Bomba1,0.6272972
603,BombRun,20260408_061610.WAV,0.0,5.0,A_Bomba1,0.6592585
604,BombRun,20260408_121220.WAV,0.0,5.0,A_Bomba1,0.61885566
605,BombRun,20260408_123350.WAV,0.0,5.0,A_Bomba1,0.57317215
606,BombRun,20260407_141205.WAV,0.0,5.0,A_Bomba1,0.6012376
607,BombRun,20260408_090830.WAV,0.0,5.0,A_Bomba1,0.5939664
608,BombRun,20260408_084845.WAV,0.0,5.0,A_Bomba1,0.45655695
609,BombRun,20260408_121235.WAV,0.0,5.0,A_Bomba1,0.6359009
610,BombRun,20260407_013225.WAV,0.0,5.0,A_Bomba1,0.45276487
611,BombRun,20260408_061605.WAV,0.0,5.0,A_Bomba1,0.5900708
612,BombRun,20260408_060255.WAV,0.0,5.0,A_Bomba1,0.40652645
613,BombRun,20260407_140655.WAV,0.0,5.0,A_Bomba1,0.59388804
614,BombRun,20260408_122700.WAV,0.0,5.0,A_Bomba1,0.8518424
615,BombRun,20260408_085540.WAV,0.0,5.0,A_Bomba1,0.64092684
616,BombRun,20260408_091535.WAV,0.0,5.0,A_Bomba1,0.8180571
617,BombRun,20260408_055205.WAV,0.0,5.0,A_Bomba1,0.5440041
618,BombRun,20260408_115635.WAV,0.0,5.0,A_Bomba1,0.63667315
619,BombRun,20260407_172630.WAV,0.0,5.0,A_Bomba1,0.8464299
620,BombRun,20260408_054655.WAV,0.0,5.0,A_Bomba1,0.6136361
621,BombRun,20260408_084110.WAV,0.0,5.0,A_Bomba1,0.81918424
622,BombRun,20260408_121745.WAV,0.0,5.0,A_Bomba1,0.532749
623,BombRun,20260408_123620.WAV,0.0,5.0,A_Bomba1,0.57991666
624,BombRun,20260407_140325.WAV,0.0,5.0,A_Bomba1,0.4277507
625,BombRun,20260408_060725.WAV,0.0,5.0,A_Bomba1,0.49220705
626,BombRun,20260408_124615.WAV,0.0,5.0,A_Bomba1,0.697527
627,BombRun,20260407_142240.WAV,0.0,5.0,A_Bomba1,0.7018573
628,BombRun,20260408_120315.WAV,0.0,5.0,A_Bomba1,0.8076677
629,BombRun,20260407_012305.WAV,0.0,5.0,A_Bomba1,0.6127751
630,BombRun,20260408_115345.WAV,0.0,5.0,A_Bomba1,0.6921341
631,BombRun,20260407_135745.WAV,0.0,5.0,A_Bomba1,0.590191
632,BombRun,20260408_083455.WAV,0.0,5.0,A_Bomba1,0.54638284
633,BombRun,20260408_053310.WAV,0.0,5.0,A_Bomba1,0.4631511
634,BombRun,20260408_091045.WAV,0.0,5.0,A_Bomba1,0.6529248
635,BombRun,20260408_085030.WAV,0.0,5.0,A_Bomba1,0.5550135
636,BombRun,20260408_052740.WAV,0.0,5.0,A_Bomba1,0.8414212
637,BombRun,20260408_114715.WAV,0.0,5.0,A_Bomba1,0.8135712
638,BombRun,20260408_054325.WAV,0.0,5.0,A_Bomba1,0.5380161
639,BombRun,20260407_172340.WAV,0.0,5.0,A_Bomba1,0.58738047
640,BombRun,20260408_123740.WAV,0.0,5.0,A_Bomba1,0.7299253
641,BombRun,20260407_011750.WAV,0.0,5.0,A_Bomba1,0.4965313
642,BombRun,20260407_141615.WAV,0.0,5.0,A_Bomba1,0.64666986
643,BombRun,20260407_013635.WAV,0.0,5.0,A_Bomba1,0.3685305
644,BombRun,20260408_061215.WAV,0.0,5.0,A_Bomba1,0.6451847
645,BombRun,20260407_140245.WAV,0.0,5.0,A_Bomba1,0.65165156
646,BombRun,20260408_122310.WAV,0.0,5.0,A_Bomba1,0.59327936
647,BombRun,20260408_085805.WAV,0.0,5.0,A_Bomba1,0.64640456
648,BombRun,20260408_085150.WAV,0.0,5.0,A_Bomba1,0.79445225
649,BombRun,20260408_091125.WAV,0.0,5.0,A_Bomba1,0.68077713
650,BombRun,20260408_055615.WAV,0.0,5.0,A_Bomba1,0.55948675
651,BombRun,20260408_083535.WAV,0.0,5.0,A_Bomba1,0.69179815
652,BombRun,20260407_135625.WAV,0.0,5.0,A_Bomba1,0.5805809
653,BombRun,20260408_115225.WAV,0.0,5.0,A_Bomba1,0.81342596
654,BombRun,20260407_172220.WAV,0.0,5.0,A_Bomba1,0.5191224
655,BombRun,20260408_054245.WAV,0.0,5.0,A_Bomba1,0.70674807
656,BombRun,20260408_052620.WAV,0.0,5.0,A_Bomba1,0.56912756
657,BombRun,20260408_084500.WAV,0.0,5.0,A_Bomba1,0.7931508
658,BombRun,20260407_013345.WAV,0.0,5.0,A_Bomba1,0.43177816
659,BombRun,20260408_121355.WAV,0.0,5.0,A_Bomba1,0.55841565
660,BombRun,20260408_084925.WAV,0.0,5.0,A_Bomba1,0.59740037
661,BombRun,20260408_123230.WAV,0.0,5.0,A_Bomba1,0.7056605
662,BombRun,20260407_140735.WAV,0.0,5.0,A_Bomba1,0.45438957
663,BombRun,20260408_124205.WAV,0.0,5.0,A_Bomba1,0.6778651
664,BombRun,20260408_060335.WAV,0.0,5.0,A_Bomba1,0.56113094
665,BombRun,20260407_012715.WAV,0.0,5.0,A_Bomba1,0.64039844
666,BombRun,20260408_120705.WAV,0.0,5.0,A_Bomba1,0.6027012
667,BombRun,20260408_115755.WAV,0.0,5.0,A_Bomba1,0.72913307
668,BombRun,20260407_135355.WAV,0.0,5.0,A_Bomba1,0.67928505
669,BombRun,20260408_091455.WAV,0.0,5.0,A_Bomba1,0.70347935
670,BombRun,20260408_053700.WAV,0.0,5.0,A_Bomba1,0.62184364
671,BombRun,20260408_085420.WAV,0.0,5.0,A_Bomba1,0.7274321
672,BombRun,20260408_090005.WAV,0.0,5.0,A_Bomba1,0.61100894
673,BombRun,20260408_114305.WAV,0.0,5.0,A_Bomba1,0.83995205
674,BombRun,20260408_054735.WAV,0.0,5.0,A_Bomba1,0.71750134
675,BombRun,20260407_172750.WAV,0.0,5.0,A_Bomba1,0.6683412
676,BombRun,20260408_115040.WAV,0.0,5.0,A_Bomba1,0.4992701
677,BombRun,20260408_083750.WAV,0.0,5.0,A_Bomba1,0.5715262
678,BombRun,20260407_012955.WAV,0.0,5.0,A_Bomba1,0.4896736
679,BombRun,20260408_120945.WAV,0.0,5.0,A_Bomba1,0.72326607
680,BombRun,20260408_091340.WAV,0.0,5.0,A_Bomba1,0.72021186
681,BombRun,20260408_053015.WAV,0.0,5.0,A_Bomba1,0.6147162
682,BombRun,20260408_085335.WAV,0.0,5.0,A_Bomba1,0.6686272
683,BombRun,20260408_122820.WAV,0.0,5.0,A_Bomba1,0.6228915
684,BombRun,20260408_090710.WAV,0.0,5.0,A_Bomba1,0.7204469
685,BombRun,20260408_061925.WAV,0.0,5.0,A_Bomba1,0.65351254
686,BombRun,20260408_114410.WAV,0.0,5.0,A_Bomba1,0.5992311
687,BombRun,20260408_054020.WAV,0.0,5.0,A_Bomba1,0.65156394
688,BombRun,20260407_172045.WAV,0.0,5.0,A_Bomba1,0.62761277
689,BombRun,20260409_060935.WAV,0.0,5.0,A_Bomba1,0.2960202
690,BombRun,20260408_121440.WAV,0.0,5.0,A_Bomba1,0.7646727
691,BombRun,20260407_013450.WAV,0.0,5.0,A_Bomba1,0.50046307
692,BombRun,20260407_172910.WAV,0.0,5.0,A_Bomba1,0.68897474
693,BombRun,20260407_011535.WAV,0.0,5.0,A_Bomba1,0.29516846
694,BombRun,20260408_123525.WAV,0.0,5.0,A_Bomba1,0.6951775
695,BombRun,20260408_053940.WAV,0.0,5.0,A_Bomba1,0.5406678
696,BombRun,20260407_140020.WAV,0.0,5.0,A_Bomba1,0.47218233
697,BombRun,20260408_115915.WAV,0.0,5.0,A_Bomba1,0.7913587
