"site","file","date_chile","hour_chile","boat_tonality","n_harmonic_peaks","peak_freq"
"Zapallar 32","20251026_052700.WAV","2025-10-26",2,40.994,3,109.6
"Zapallar 32","20251026_053300.WAV","2025-10-26",2,32.446,3,109.6
"Zapallar 32","20251026_054500.WAV","2025-10-26",2,30.776,3,109.6
"Zapallar 32","20251026_060130.WAV","2025-10-26",3,35.297,3,109.6
"Zapallar 32","20251026_060600.WAV","2025-10-26",3,34.927,3,109.6
"Zapallar 32","20251026_063900.WAV","2025-10-26",3,89.825,3,109.6
"Zapallar 32","20251026_065400.WAV","2025-10-26",3,31.838,3,109.6
"Zapallar 32","20251026_070730.WAV","2025-10-26",4,33.348,3,109.6
"Zapallar 32","20251026_071630.WAV","2025-10-26",4,42.704,3,109.6
"Zapallar 32","20251026_072230.WAV","2025-10-26",4,36.989,3,109.6
"Zapallar 32","20251026_072830.WAV","2025-10-26",4,40.16,4,109.6
"Zapallar 32","20251026_073300.WAV","2025-10-26",4,30.92,3,109.6
"Zapallar 32","20251026_074630.WAV","2025-10-26",4,30.031,3,109.6
"Zapallar 32","20251026_080300.WAV","2025-10-26",5,30.869,3,109.6
"Zapallar 32","20251026_081200.WAV","2025-10-26",5,44.042,3,109.6
"Zapallar 32","20251026_082230.WAV","2025-10-26",5,38.577,3,109.6
"Zapallar 32","20251026_090000.WAV","2025-10-26",6,46.711,3,109.6
"Zapallar 32","20251026_091930.WAV","2025-10-26",6,62.717,3,109.6
"Zapallar 32","20251026_093000.WAV","2025-10-26",6,31.349,3,109.6
"Zapallar 32","20251026_093130.WAV","2025-10-26",6,32.283,3,109.6
"Zapallar 32","20251026_093900.WAV","2025-10-26",6,47.892,3,109.6
"Zapallar 32","20251026_094930.WAV","2025-10-26",6,36.17,3,109.6
"Zapallar 32","20251027_015100.WAV","2025-10-26",22,31.528,3,109.6
"Zapallar 32","20251027_015230.WAV","2025-10-26",22,40.885,3,125.2
"Zapallar 32","20251027_020130.WAV","2025-10-26",23,31.358,3,109.6
"Zapallar 32","20251027_021800.WAV","2025-10-26",23,38.675,3,109.6
"Zapallar 32","20251027_021930.WAV","2025-10-26",23,31.386,3,109.6
"Zapallar 32","20251027_023300.WAV","2025-10-26",23,33.22,3,109.6
"Zapallar 32","20251027_025530.WAV","2025-10-26",23,49.462,3,109.6
"Zapallar 32","20251027_033730.WAV","2025-10-27",0,32.946,3,109.6
"Zapallar 32","20251027_033900.WAV","2025-10-27",0,40.039,3,109.6
"Zapallar 32","20251027_040730.WAV","2025-10-27",1,34.719,3,109.6
"Zapallar 32","20251027_041630.WAV","2025-10-27",1,54.627,3,109.6
"Zapallar 32","20251027_042100.WAV","2025-10-27",1,45.922,3,109.6
"Zapallar 32","20251027_042530.WAV","2025-10-27",1,33.411,3,109.6
"Zapallar 32","20251027_042700.WAV","2025-10-27",1,50.533,3,109.6
"Zapallar 32","20251027_043730.WAV","2025-10-27",1,37.456,3,109.6
"Zapallar 32","20251027_045830.WAV","2025-10-27",1,32.597,3,109.6
"Zapallar 32","20251027_050130.WAV","2025-10-27",2,30.688,3,109.6
"Zapallar 32","20251027_050600.WAV","2025-10-27",2,31.751,3,109.6
"Zapallar 32","20251027_051500.WAV","2025-10-27",2,33.819,3,109.6
"Zapallar 32","20251027_052530.WAV","2025-10-27",2,30.284,3,109.6
"Zapallar 32","20251027_052830.WAV","2025-10-27",2,31.455,3,109.6
"Zapallar 32","20251027_055230.WAV","2025-10-27",2,31.041,3,109.6
"Zapallar 32","20251027_060000.WAV","2025-10-27",3,38.638,3,109.6
"Zapallar 32","20251027_060300.WAV","2025-10-27",3,34.219,3,109.6
"Zapallar 32","20251027_060600.WAV","2025-10-27",3,31.998,3,109.6
"Zapallar 32","20251027_060730.WAV","2025-10-27",3,37.046,3,109.6
"Zapallar 32","20251027_061930.WAV","2025-10-27",3,30.575,3,109.6
"Zapallar 32","20251027_062400.WAV","2025-10-27",3,34.945,3,109.6
"Zapallar 32","20251027_062830.WAV","2025-10-27",3,57.247,3,109.6
"Zapallar 32","20251027_063300.WAV","2025-10-27",3,57.1,3,109.6
"Zapallar 32","20251027_063430.WAV","2025-10-27",3,33.259,3,109.6
"Zapallar 32","20251027_063600.WAV","2025-10-27",3,48.616,3,109.6
"Zapallar 32","20251027_064200.WAV","2025-10-27",3,72.268,3,109.6
"Zapallar 32","20251027_064500.WAV","2025-10-27",3,99.787,3,109.6
"Zapallar 32","20251027_064630.WAV","2025-10-27",3,43.196,3,109.6
"Zapallar 32","20251027_065230.WAV","2025-10-27",3,52.851,3,109.6
"Zapallar 32","20251027_065530.WAV","2025-10-27",3,42.736,3,109.6
"Zapallar 32","20251027_072230.WAV","2025-10-27",4,38.459,3,109.6
"Zapallar 32","20251027_073730.WAV","2025-10-27",4,44.32,3,109.6
"Zapallar 32","20251027_074630.WAV","2025-10-27",4,30.838,3,109.6
"Zapallar 32","20251027_075400.WAV","2025-10-27",4,45.302,3,109.6
"Zapallar 32","20251027_075530.WAV","2025-10-27",4,31.899,3,109.6
"Zapallar 32","20251027_081030.WAV","2025-10-27",5,37.127,3,109.6
"Zapallar 32","20251027_081200.WAV","2025-10-27",5,37.26,3,109.6
"Zapallar 32","20251027_081930.WAV","2025-10-27",5,31.375,3,109.6
"Zapallar 32","20251027_082230.WAV","2025-10-27",5,45.857,3,109.6
"Zapallar 32","20251027_083130.WAV","2025-10-27",5,58.252,3,109.6
"Zapallar 32","20251027_085400.WAV","2025-10-27",5,49.746,3,109.6
"Zapallar 32","20251027_090130.WAV","2025-10-27",6,71.056,3,109.6
"Zapallar 32","20251027_095230.WAV","2025-10-27",6,37.504,3,109.6
"Zapallar 32","20251027_095530.WAV","2025-10-27",6,30.787,3,109.6
"Zapallar 32","20251028_010300.WAV","2025-10-27",22,32.384,3,109.6
"Zapallar 32","20251028_010430.WAV","2025-10-27",22,49.685,3,109.6
"Zapallar 32","20251028_010730.WAV","2025-10-27",22,48.348,3,109.6
"Zapallar 32","20251028_010900.WAV","2025-10-27",22,54.672,3,109.6
"Zapallar 32","20251028_012400.WAV","2025-10-27",22,36.659,3,109.6
"Zapallar 32","20251028_013730.WAV","2025-10-27",22,33.466,3,109.6
"Zapallar 32","20251028_014030.WAV","2025-10-27",22,34.798,3,109.6
"Zapallar 32","20251028_014800.WAV","2025-10-27",22,31.429,3,109.6
"Zapallar 32","20251028_020000.WAV","2025-10-27",23,45.171,3,109.6
"Zapallar 32","20251028_020300.WAV","2025-10-27",23,30.862,3,109.6
"Zapallar 32","20251028_020430.WAV","2025-10-27",23,64.05,3,109.6
"Zapallar 32","20251028_020600.WAV","2025-10-27",23,56.659,3,109.6
"Zapallar 32","20251028_022230.WAV","2025-10-27",23,32.634,3,109.6
"Zapallar 32","20251028_031800.WAV","2025-10-28",0,35.911,3,109.6
"Zapallar 32","20251028_035830.WAV","2025-10-28",0,35.405,3,109.6
"Zapallar 32","20251028_050730.WAV","2025-10-28",2,39.222,3,109.6
"Zapallar 32","20251028_051800.WAV","2025-10-28",2,37.472,3,109.6
"Zapallar 32","20251028_052100.WAV","2025-10-28",2,38.638,3,109.6
"Zapallar 32","20251028_052400.WAV","2025-10-28",2,39.113,3,109.6
"Zapallar 32","20251028_052530.WAV","2025-10-28",2,37.11,3,109.6
"Zapallar 32","20251028_054500.WAV","2025-10-28",2,41.93,3,109.6
"Zapallar 32","20251028_054930.WAV","2025-10-28",2,33.191,3,109.6
"Zapallar 32","20251028_055830.WAV","2025-10-28",2,50.695,3,109.6
"Zapallar 32","20251028_060600.WAV","2025-10-28",3,32.35,3,109.6
"Zapallar 32","20251028_062230.WAV","2025-10-28",3,31.261,3,109.6
"Zapallar 32","20251028_062530.WAV","2025-10-28",3,34.22,3,109.6
"Zapallar 32","20251028_063000.WAV","2025-10-28",3,35.367,3,109.6
"Zapallar 32","20251028_063130.WAV","2025-10-28",3,39.58,3,109.6
"Zapallar 32","20251028_063600.WAV","2025-10-28",3,57.89,3,109.6
"Zapallar 32","20251028_064800.WAV","2025-10-28",3,47.663,3,109.6
"Zapallar 32","20251028_064930.WAV","2025-10-28",3,32.58,3,109.6
"Zapallar 32","20251028_065230.WAV","2025-10-28",3,51.438,3,109.6
"Zapallar 32","20251028_065530.WAV","2025-10-28",3,43.77,3,109.6
"Zapallar 32","20251028_065700.WAV","2025-10-28",3,57.317,3,109.6
"Zapallar 32","20251028_070000.WAV","2025-10-28",4,40.21,3,109.6
"Zapallar 32","20251028_070130.WAV","2025-10-28",4,33.051,3,109.6
"Zapallar 32","20251028_070430.WAV","2025-10-28",4,42.284,3,109.6
"Zapallar 32","20251028_071930.WAV","2025-10-28",4,33.126,3,109.6
"Zapallar 32","20251028_072700.WAV","2025-10-28",4,39.96,3,109.6
"Zapallar 32","20251028_074930.WAV","2025-10-28",4,30.585,3,109.6
"Zapallar 32","20251028_081930.WAV","2025-10-28",5,36.006,3,109.6
"Zapallar 32","20251028_082100.WAV","2025-10-28",5,31.901,3,109.6
"Zapallar 32","20251028_082700.WAV","2025-10-28",5,35.417,3,109.6
"Zapallar 32","20251028_083430.WAV","2025-10-28",5,42.773,3,109.6
"Zapallar 32","20251028_084030.WAV","2025-10-28",5,44.004,3,109.6
"Zapallar 32","20251028_084330.WAV","2025-10-28",5,71.497,3,109.6
"Zapallar 32","20251028_084500.WAV","2025-10-28",5,79.815,3,109.6
"Zapallar 32","20251028_084630.WAV","2025-10-28",5,36.082,3,109.6
"Zapallar 32","20251029_035400.WAV","2025-10-29",0,33.554,3,109.6
"Zapallar 32","20251029_040300.WAV","2025-10-29",1,36.802,3,109.6
"Zapallar 32","20251029_055700.WAV","2025-10-29",2,33.248,3,109.6
"Zapallar 32","20251029_060000.WAV","2025-10-29",3,33.046,3,109.6
"Zapallar 32","20251029_060300.WAV","2025-10-29",3,30.079,3,109.6
"Zapallar 32","20251029_060900.WAV","2025-10-29",3,40.546,3,109.6
"Zapallar 32","20251029_061030.WAV","2025-10-29",3,39.359,3,109.6
"Zapallar 32","20251029_061200.WAV","2025-10-29",3,31.399,3,109.6
"Zapallar 32","20251029_061330.WAV","2025-10-29",3,50.481,3,109.6
"Zapallar 32","20251029_061500.WAV","2025-10-29",3,44.792,3,109.6
"Zapallar 32","20251029_061930.WAV","2025-10-29",3,49.815,3,109.6
"Zapallar 32","20251029_062100.WAV","2025-10-29",3,101.776,3,109.6
"Zapallar 32","20251029_062230.WAV","2025-10-29",3,52.342,3,109.6
"Zapallar 32","20251029_062400.WAV","2025-10-29",3,197.251,3,109.6
"Zapallar 32","20251029_062530.WAV","2025-10-29",3,96.761,3,109.6
"Zapallar 32","20251029_062700.WAV","2025-10-29",3,98.987,3,109.6
"Zapallar 32","20251029_062830.WAV","2025-10-29",3,72.037,3,109.6
"Zapallar 32","20251029_063000.WAV","2025-10-29",3,154.782,3,109.6
"Zapallar 32","20251029_063130.WAV","2025-10-29",3,57.382,3,109.6
"Zapallar 32","20251029_063300.WAV","2025-10-29",3,132.319,3,109.6
"Zapallar 32","20251029_063430.WAV","2025-10-29",3,165.147,3,109.6
"Zapallar 32","20251029_063600.WAV","2025-10-29",3,100.459,3,109.6
"Zapallar 32","20251029_074500.WAV","2025-10-29",4,65.511,3,109.6
"Zapallar 32","20251029_084630.WAV","2025-10-29",5,69.909,3,516.6
"Zapallar 32","20251029_092830.WAV","2025-10-29",6,38.037,3,109.6
"Zapallar 32","20251030_023900.WAV","2025-10-29",23,43.914,3,109.6
"Zapallar 32","20251030_030430.WAV","2025-10-30",0,34.141,3,109.6
"Zapallar 32","20251030_030600.WAV","2025-10-30",0,37.058,3,109.6
"Zapallar 32","20251030_032400.WAV","2025-10-30",0,33.092,3,109.6
"Zapallar 32","20251030_043300.WAV","2025-10-30",1,37.855,3,109.6
"Zapallar 32","20251030_044330.WAV","2025-10-30",1,37.829,3,109.6
"Zapallar 32","20251030_052100.WAV","2025-10-30",2,32.336,3,109.6
"Zapallar 32","20251030_052400.WAV","2025-10-30",2,56.433,3,109.6
"Zapallar 32","20251030_052830.WAV","2025-10-30",2,51.088,3,109.6
"Zapallar 32","20251030_053130.WAV","2025-10-30",2,37.855,3,109.6
"Zapallar 32","20251030_053900.WAV","2025-10-30",2,38.759,3,109.6
"Zapallar 32","20251030_061630.WAV","2025-10-30",3,35.549,3,109.6
"Zapallar 32","20251030_070430.WAV","2025-10-30",4,55.713,3,109.6
"Zapallar 32","20251030_083600.WAV","2025-10-30",5,35.076,3,109.6
"Zapallar 32","20251031_010730.WAV","2025-10-30",22,69.623,3,109.6
"Zapallar 32","20251031_011630.WAV","2025-10-30",22,46.992,3,109.6
"Zapallar 32","20251031_013730.WAV","2025-10-30",22,92.258,3,109.6
"Zapallar 32","20251031_014030.WAV","2025-10-30",22,37.355,3,109.6
"Zapallar 32","20251031_014630.WAV","2025-10-30",22,74.399,3,109.6
"Zapallar 32","20251031_015400.WAV","2025-10-30",22,127.962,3,109.6
"Zapallar 32","20251031_020000.WAV","2025-10-30",23,44.106,3,109.6
"Zapallar 32","20251031_020430.WAV","2025-10-30",23,42.702,3,109.6
"Zapallar 32","20251031_020600.WAV","2025-10-30",23,112.24,3,109.6
"Zapallar 32","20251031_020900.WAV","2025-10-30",23,116.187,3,109.6
"Zapallar 32","20251031_021030.WAV","2025-10-30",23,36.995,3,109.6
"Zapallar 32","20251031_021200.WAV","2025-10-30",23,36.259,3,109.6
"Zapallar 32","20251031_023300.WAV","2025-10-30",23,36.743,3,109.6
"Zapallar 32","20251031_024330.WAV","2025-10-30",23,55.643,3,109.6
"Zapallar 32","20251031_024800.WAV","2025-10-30",23,34.364,3,109.6
"Zapallar 32","20251031_025700.WAV","2025-10-30",23,32.911,3,109.6
"Zapallar 32","20251031_025830.WAV","2025-10-30",23,47.358,3,109.6
"Zapallar 32","20251031_030730.WAV","2025-10-31",0,47.329,3,109.6
"Zapallar 32","20251031_030900.WAV","2025-10-31",0,38.3,3,109.6
"Zapallar 32","20251031_031500.WAV","2025-10-31",0,45.989,3,109.6
"Zapallar 32","20251031_031630.WAV","2025-10-31",0,70.281,3,109.6
"Zapallar 32","20251031_032400.WAV","2025-10-31",0,31.663,3,109.6
"Zapallar 32","20251031_033000.WAV","2025-10-31",0,53.45,3,109.6
"Zapallar 32","20251031_033730.WAV","2025-10-31",0,40.618,3,109.6
"Zapallar 32","20251031_033900.WAV","2025-10-31",0,172.231,3,109.6
"Zapallar 32","20251031_034330.WAV","2025-10-31",0,49.079,3,109.6
"Zapallar 32","20251031_034630.WAV","2025-10-31",0,40.675,3,109.6
"Zapallar 32","20251031_035830.WAV","2025-10-31",0,171.714,3,109.6
"Zapallar 32","20251031_040000.WAV","2025-10-31",1,39.145,3,109.6
"Zapallar 32","20251031_040130.WAV","2025-10-31",1,38.438,3,109.6
"Zapallar 32","20251031_041030.WAV","2025-10-31",1,33.714,3,109.6
"Zapallar 32","20251031_041330.WAV","2025-10-31",1,32.264,3,109.6
"Zapallar 32","20251031_041500.WAV","2025-10-31",1,81.205,3,109.6
"Zapallar 32","20251031_041930.WAV","2025-10-31",1,54.065,3,109.6
"Zapallar 32","20251031_042400.WAV","2025-10-31",1,73.911,3,109.6
"Zapallar 32","20251031_042830.WAV","2025-10-31",1,39.004,3,109.6
"Zapallar 32","20251031_043000.WAV","2025-10-31",1,42.689,3,109.6
"Zapallar 32","20251031_043600.WAV","2025-10-31",1,32.13,3,109.6
"Zapallar 32","20251031_043900.WAV","2025-10-31",1,34.38,3,109.6
"Zapallar 32","20251031_044030.WAV","2025-10-31",1,75.739,3,109.6
"Zapallar 32","20251031_044930.WAV","2025-10-31",1,59.442,3,109.6
"Zapallar 32","20251031_050000.WAV","2025-10-31",2,194.986,3,109.6
"Zapallar 32","20251031_050430.WAV","2025-10-31",2,62.032,3,109.6
"Zapallar 32","20251031_050730.WAV","2025-10-31",2,54.101,3,109.6
"Zapallar 32","20251031_050900.WAV","2025-10-31",2,49.916,3,109.6
"Zapallar 32","20251031_051500.WAV","2025-10-31",2,56.04,3,109.6
"Zapallar 32","20251031_051630.WAV","2025-10-31",2,149.288,3,109.6
"Zapallar 32","20251031_052100.WAV","2025-10-31",2,54.207,3,109.6
"Zapallar 32","20251031_052530.WAV","2025-10-31",2,55.267,3,109.6
"Zapallar 32","20251031_052700.WAV","2025-10-31",2,72.072,3,109.6
"Zapallar 32","20251031_053300.WAV","2025-10-31",2,178.444,3,109.6
"Zapallar 32","20251031_054500.WAV","2025-10-31",2,32.197,3,109.6
"Zapallar 32","20251031_055400.WAV","2025-10-31",2,52.639,3,109.6
"Zapallar 32","20251031_060130.WAV","2025-10-31",3,56.253,3,109.6
"Zapallar 32","20251031_060600.WAV","2025-10-31",3,71.447,3,109.6
"Zapallar 32","20251031_060730.WAV","2025-10-31",3,80.817,3,109.6
"Zapallar 32","20251031_061330.WAV","2025-10-31",3,48.627,3,109.6
"Zapallar 32","20251031_064930.WAV","2025-10-31",3,124.665,3,109.6
"Zapallar 32","20251031_065230.WAV","2025-10-31",3,44.504,3,109.6
"Zapallar 32","20251031_070300.WAV","2025-10-31",4,55.017,3,109.6
"Zapallar 32","20251031_070430.WAV","2025-10-31",4,48.521,3,109.6
"Zapallar 32","20251031_070600.WAV","2025-10-31",4,67.452,3,109.6
"Zapallar 32","20251031_071030.WAV","2025-10-31",4,34.862,3,109.6
"Zapallar 32","20251031_071200.WAV","2025-10-31",4,43.211,3,109.6
"Zapallar 32","20251031_071500.WAV","2025-10-31",4,69.508,3,109.6
"Zapallar 32","20251031_071930.WAV","2025-10-31",4,46.425,3,109.6
"Zapallar 32","20251031_072100.WAV","2025-10-31",4,52.601,3,109.6
"Zapallar 32","20251031_072530.WAV","2025-10-31",4,120.973,3,109.6
"Zapallar 32","20251031_073730.WAV","2025-10-31",4,69.997,3,109.6
"Zapallar 32","20251031_074500.WAV","2025-10-31",4,47.88,3,109.6
"Zapallar 32","20251031_074930.WAV","2025-10-31",4,38.049,3,109.6
"Zapallar 32","20251031_081200.WAV","2025-10-31",5,114.944,3,109.6
"Zapallar 32","20251031_083130.WAV","2025-10-31",5,41.321,3,109.6
"Zapallar 32","20251031_084500.WAV","2025-10-31",5,44.308,3,109.6
"Zapallar 32","20251031_084800.WAV","2025-10-31",5,51.225,3,109.6
"Zapallar 32","20251031_085530.WAV","2025-10-31",5,30.004,3,109.6
"Zapallar 32","20251031_090430.WAV","2025-10-31",6,54.296,3,109.6
"Zapallar 32","20251031_091630.WAV","2025-10-31",6,52.782,3,109.6
"Zapallar 32","20251031_092400.WAV","2025-10-31",6,120.633,3,109.6
"Zapallar 32","20251031_092530.WAV","2025-10-31",6,35.825,3,109.6
"Zapallar 32","20251031_093300.WAV","2025-10-31",6,36.624,3,109.6
"Zapallar 32","20251031_093900.WAV","2025-10-31",6,60.943,3,109.6
"Zapallar 32","20251031_095100.WAV","2025-10-31",6,33.446,3,109.6
"Zapallar 32","20251031_095400.WAV","2025-10-31",6,42.633,3,109.6
"Zapallar 32","20251031_095700.WAV","2025-10-31",6,38.706,3,109.6
"Zapallar 32","20251101_010430.WAV","2025-10-31",22,31.454,3,109.6
"Zapallar 32","20251101_010600.WAV","2025-10-31",22,54.437,3,109.6
"Zapallar 32","20251101_011030.WAV","2025-10-31",22,41.496,3,109.6
"Zapallar 32","20251101_013130.WAV","2025-10-31",22,31.097,3,109.6
"Zapallar 32","20251101_014930.WAV","2025-10-31",22,39.193,3,109.6
"Zapallar 32","20251101_023730.WAV","2025-10-31",23,53.563,3,109.6
"Zapallar 32","20251101_025700.WAV","2025-10-31",23,37.92,3,109.6
"Zapallar 32","20251101_030000.WAV","2025-11-01",0,34.804,3,109.6
"Zapallar 32","20251101_030430.WAV","2025-11-01",0,38.787,3,109.6
"Zapallar 32","20251101_031030.WAV","2025-11-01",0,43.488,3,109.6
"Zapallar 32","20251101_031930.WAV","2025-11-01",0,35.062,3,109.6
"Zapallar 32","20251101_032700.WAV","2025-11-01",0,38.872,3,109.6
"Zapallar 32","20251101_033000.WAV","2025-11-01",0,61.746,3,109.6
"Zapallar 32","20251101_064030.WAV","2025-11-01",3,35.387,3,109.6
"Zapallar 32","20251101_064500.WAV","2025-11-01",3,41.061,3,109.6
"Zapallar 32","20251101_065530.WAV","2025-11-01",3,36.654,3,109.6
"Zapallar 32","20251101_070900.WAV","2025-11-01",4,37.62,3,109.6
"Zapallar 32","20251101_071330.WAV","2025-11-01",4,42.321,3,109.6
"Zapallar 32","20251101_071800.WAV","2025-11-01",4,30.078,3,109.6
"Zapallar 32","20251101_081930.WAV","2025-11-01",5,48,3,109.6
"Zapallar 32","20251101_082400.WAV","2025-11-01",5,37.166,3,109.6
"Zapallar 32","20251101_082700.WAV","2025-11-01",5,33.244,3,109.6
"Zapallar 32","20251102_061330.WAV","2025-11-02",3,41.996,3,109.6
"Zapallar 32","20251102_061930.WAV","2025-11-02",3,42.639,3,109.6
"Zapallar 32","20251102_062100.WAV","2025-11-02",3,37.723,3,109.6
"Zapallar 32","20251102_072230.WAV","2025-11-02",4,43.249,3,109.6
"Zapallar 32","20251102_074200.WAV","2025-11-02",4,31.675,3,109.6
"Zapallar 32","20251102_085400.WAV","2025-11-02",5,47.552,3,109.6
"Zapallar 32","20251102_090000.WAV","2025-11-02",6,49.403,3,109.6
"Zapallar 32","20251104_055530.WAV","2025-11-04",2,52.923,3,109.6
"Zapallar 32","20251104_061200.WAV","2025-11-04",3,81.895,3,109.6
"Zapallar 32","20251104_065230.WAV","2025-11-04",3,36.772,3,109.6
"Zapallar 32","20251104_071500.WAV","2025-11-04",4,45.401,3,109.6
"Zapallar 32","20251104_074330.WAV","2025-11-04",4,37.969,3,109.6
"Zapallar 32","20251104_085230.WAV","2025-11-04",5,42.513,3,516.6
"Zapallar 32","20251104_085400.WAV","2025-11-04",5,78.479,3,516.6
"Zapallar 32","20251104_085700.WAV","2025-11-04",5,43.9,3,109.6
"Zapallar 32","20251104_090000.WAV","2025-11-04",6,32.088,3,109.6
"Zapallar 32","20251106_084800.WAV","2025-11-06",5,32.14,3,516.6
"Zapallar 32","20251107_084930.WAV","2025-11-07",5,32.711,3,422.7
